Complaint_ID,Complaint_Text,Category,Severity,Date,Status
CF-157643,"pressure low, in old city",Water Supply,Low,2024-12-19 16:01:12,Resolved
CF-157644,"sewage stagnating, in old city, urgent attention required",Waste-Water/Sewage,High,2024-05-12 12:57:13,Resolved
CF-157645,"inverter installation, near school",Electricity,Low,2025-02-22 02:02:49,Pending
CF-157646,"cleaning schedule, near railway station",Waste-Water/Sewage,Low,2024-06-13 18:27:45,Closed
CF-157647,"wire Fallen, near school, urgent attention required",Electricity,High,2025-09-26 15:33:53,In Progress
CF-157648,"overflowing drain, near school",Waste-Water/Sewage,High,2025-07-02 13:16:50,Resolved
CF-157649,"overflowing gutter, near park",Waste-Water/Sewage,High,2025-04-22 14:54:06,Pending
CF-157650,"waste segregation, near bus stand",Waste-Water/Sewage,Low,2025-12-21 23:56:22,Closed
CF-157651,"electric pole dangerous, near temple, urgent attention required",Electricity,High,2025-12-09 14:49:04,Pending
CF-157652,"meter installation, in gated community",Water Supply,Low,2025-05-24 03:31:47,Pending
CF-157653,"water crisis, in commercial area",Water Supply,High,2025-10-14 12:28:11,Resolved
CF-157654,"pipeline repair, near temple",Water Supply,Low,2025-01-13 01:44:06,Resolved
CF-157655,"waste segregation, in slum area",Waste-Water/Sewage,Low,2025-09-13 09:35:59,Closed
CF-157656,"water shortage, near park",Water Supply,High,2025-06-17 12:08:35,In Progress
CF-157657,"bin replacement, near park",Waste-Water/Sewage,Low,2025-08-17 07:26:27,Closed
CF-157658,"more bins, near hospital",Waste-Water/Sewage,Low,2024-03-28 11:22:04,Closed
CF-157659,"garbage not collected, in market area",Waste-Water/Sewage,High,2024-12-30 09:11:26,In Progress
CF-157660,"sewage stagnating, near bus stand",Waste-Water/Sewage,High,2025-02-02 05:21:11,In Progress
CF-157661,"bill dispute, near temple",Electricity,Low,2024-02-03 11:15:32,Pending
CF-157662,"main leak, in colony",Water Supply,High,2025-04-21 00:43:06,Pending
CF-157663,"tariff inquiry, near park",Water Supply,Low,2025-03-17 13:50:54,Pending
CF-157664,"tariff inquiry, in colony",Electricity,Low,2024-11-24 02:48:01,Closed
CF-157665,"sewage stagnating, in residential area",Waste-Water/Sewage,High,2025-11-02 12:52:31,Pending
CF-157666,"garbage collection, in colony",Waste-Water/Sewage,Low,2024-06-22 08:19:05,Resolved
CF-157667,"tanker needed, in our locality, urgent attention required",Water Supply,High,2025-12-30 02:16:37,In Progress
CF-157668,"fire hazard, in slum area, urgent attention required",Electricity,High,2024-05-26 11:34:02,Pending
CF-157669,"overflowing gutter, in residential area, urgent attention required",Waste-Water/Sewage,High,2025-08-22 12:57:28,Pending
CF-157670,"complete failure, near park, urgent attention required",Electricity,High,2025-11-21 16:13:47,Pending
CF-157671,"bad smell, in commercial area",Waste-Water/Sewage,High,2024-09-03 17:32:02,Resolved
CF-157672,"dangerous transformer, in colony",Electricity,High,2025-12-20 10:39:58,In Progress
CF-157673,"leakage minor, in slum area",Water Supply,Low,2025-01-26 08:26:34,Pending
CF-157674,"complete failure, in industrial zone",Electricity,High,2025-08-07 01:31:50,Pending
CF-157675,"waste segregation, near school",Waste-Water/Sewage,Low,2024-02-24 20:21:29,Pending
CF-157676,"brown water, in our locality, urgent attention required",Water Supply,High,2024-02-20 14:46:01,Resolved
CF-157677,"meter reading, in our locality",Water Supply,Low,2024-07-25 13:19:50,Closed
CF-157678,"overflowing drain, in apartment complex",Waste-Water/Sewage,High,2025-11-30 17:37:22,Resolved
CF-157679,"toilet overflow, in old city",Waste-Water/Sewage,High,2025-10-29 08:30:34,Resolved
CF-157680,"disease risk, in apartment complex",Waste-Water/Sewage,High,2024-06-04 03:38:10,Resolved
CF-157681,"manhole overflow, near bus stand",Waste-Water/Sewage,High,2025-03-20 06:51:27,Resolved
CF-157682,"voltage fluctuation, in gated community",Electricity,High,2025-04-17 23:06:40,Resolved
CF-157683,"manhole overflow, in residential area",Waste-Water/Sewage,High,2024-03-03 05:36:58,Pending
CF-157684,"mosquito breeding, in colony",Waste-Water/Sewage,High,2025-11-22 05:06:47,Resolved
CF-157685,"name change, near railway station",Water Supply,Low,2024-09-02 13:01:25,Resolved
CF-157686,"connection transfer, in neighborhood",Water Supply,Low,2024-03-12 22:03:13,Closed
CF-157687,"bad smell, in old city",Waste-Water/Sewage,High,2025-04-07 06:43:44,Resolved
CF-157688,"hospital water, near bus stand, urgent attention required",Water Supply,High,2024-01-18 05:42:33,Pending
CF-157689,"awareness needed, in slum area",Waste-Water/Sewage,Low,2024-02-28 08:12:33,Pending
CF-157690,"name change, in neighborhood",Water Supply,Low,2024-09-24 11:40:44,Pending
CF-157691,"overflowing gutter, in residential area",Waste-Water/Sewage,High,2025-09-29 13:17:49,In Progress
CF-157692,"power fluctuation, near hospital",Electricity,Low,2025-09-21 12:22:43,Pending
CF-157693,"drainage blocked, near bus stand",Waste-Water/Sewage,High,2025-05-07 08:14:45,Pending
CF-157694,"power failure affecting, near bus stand",Electricity,High,2024-11-23 07:52:44,In Progress
CF-157695,"sewage backup, in old city",Waste-Water/Sewage,High,2025-02-04 18:58:26,Resolved
CF-157696,"drainage choke, in commercial area",Waste-Water/Sewage,High,2024-12-05 06:38:30,Pending
CF-157697,"wire Fallen, in commercial area",Electricity,High,2024-11-06 11:13:13,Resolved
CF-157698,"name change, in slum area",Water Supply,Low,2024-01-05 16:15:34,Resolved
CF-157699,"name transfer, near park",Electricity,Low,2024-01-15 06:52:23,Closed
CF-157700,"pole down, near park",Electricity,High,2025-09-22 22:17:34,Pending
CF-157701,"payment issue, in gated community",Electricity,Low,2024-09-03 20:54:17,Pending
CF-157702,"live wire, in residential area",Electricity,High,2024-04-18 01:54:06,Pending
CF-157703,"collection timing, in gated community",Waste-Water/Sewage,Low,2024-03-10 01:59:41,Pending
CF-157704,"collection timing, near railway station",Waste-Water/Sewage,Low,2025-04-03 11:53:45,Resolved
CF-157705,"fuse blown, near school",Electricity,High,2025-10-21 02:01:50,In Progress
CF-157706,"bin repair, near school",Waste-Water/Sewage,Low,2024-07-31 00:50:27,Pending
CF-157707,"name transfer, near park",Electricity,Low,2025-01-31 15:38:04,Resolved
CF-157708,"garbage piling, in market area",Waste-Water/Sewage,High,2025-03-03 05:50:21,Pending
CF-157709,"complete failure, in commercial area",Electricity,High,2024-12-21 20:27:05,Pending
CF-157710,"collection missed, in commercial area",Waste-Water/Sewage,Low,2025-02-11 05:48:41,Pending
CF-157711,"overflowing gutter, near railway station",Waste-Water/Sewage,High,2024-02-03 21:14:35,Resolved
CF-157712,"collection frequency, in old city",Waste-Water/Sewage,Low,2024-03-17 10:52:11,Resolved
CF-157713,"water logging, near park",Water Supply,High,2024-07-19 16:27:05,Resolved
CF-157714,"bad smell, in industrial zone",Waste-Water/Sewage,High,2025-06-04 12:53:05,Resolved
CF-157715,"tanker request, in industrial zone",Water Supply,Low,2025-03-03 21:14:47,Resolved
CF-157716,"cleaning schedule, in colony",Waste-Water/Sewage,Low,2025-05-12 00:09:46,Resolved
CF-157717,"generator needed, in our locality",Electricity,Low,2025-02-09 16:53:32,Closed
CF-157718,"more bins, near temple",Waste-Water/Sewage,Low,2024-12-11 02:25:32,Pending
CF-157719,"no water days, in slum area",Water Supply,High,2024-12-05 15:01:50,Resolved
CF-157720,"drinking water unsafe, in market area",Water Supply,High,2025-01-21 22:13:20,In Progress
CF-157721,"garbage collection, in our locality",Waste-Water/Sewage,Low,2024-11-02 14:28:11,Resolved
CF-157722,"billing query, in gated community",Electricity,Low,2025-12-22 06:40:56,Closed
CF-157723,"pipeline broken, in old city, urgent attention required",Water Supply,High,2024-05-25 16:55:07,In Progress
CF-157724,"no electricity, in market area, urgent attention required",Electricity,High,2024-06-27 04:00:05,Pending
CF-157725,"live wire, in old city, urgent attention required",Electricity,High,2025-01-26 04:53:38,In Progress
CF-157726,"no water days, in apartment complex",Water Supply,High,2024-10-27 18:37:22,In Progress
CF-157727,"connection transfer, in neighborhood",Water Supply,Low,2024-11-18 03:33:05,Pending
CF-157728,"street cleaning, in commercial area",Waste-Water/Sewage,Low,2025-07-27 21:46:59,Pending
CF-157729,"drain cleaning, near hospital",Waste-Water/Sewage,Low,2024-12-05 18:12:45,Closed
CF-157730,"water crisis, in commercial area, urgent attention required",Water Supply,High,2024-12-22 23:29:18,Resolved
CF-157731,"collection timing, in slum area",Waste-Water/Sewage,Low,2025-07-17 17:14:20,Closed
CF-157732,"bin replacement, in slum area",Waste-Water/Sewage,Low,2024-01-08 20:48:06,Closed
CF-157733,"transformer failure, in colony",Electricity,High,2025-08-11 16:39:27,Pending
CF-157734,"transformer failure, in old city",Electricity,High,2025-03-09 08:41:42,Pending
CF-157735,"hospital water, in apartment complex",Water Supply,High,2024-02-25 11:27:03,Resolved
CF-157736,"power backup, near bus stand",Electricity,Low,2025-10-12 03:42:48,Closed
CF-157737,"more bins, near temple",Waste-Water/Sewage,Low,2024-03-04 01:01:09,Closed
CF-157738,"pressure low, in gated community",Water Supply,Low,2024-07-31 09:31:44,Closed
CF-157739,"name change, near temple",Water Supply,Low,2024-06-21 03:14:26,Pending
CF-157740,"collection timing, in residential area",Waste-Water/Sewage,Low,2025-11-23 18:31:45,Resolved
CF-157741,"transformer burnt, near railway station, urgent attention required",Electricity,High,2024-02-06 16:56:16,Resolved
CF-157742,"no water days, near railway station, urgent attention required",Water Supply,High,2025-01-17 11:19:01,Pending
CF-157743,"no water pump, in our locality",Water Supply,High,2025-04-13 13:27:33,In Progress
CF-157744,"emergency supply, near bus stand",Water Supply,High,2024-01-31 14:38:00,Pending
CF-157745,"awareness needed, near temple",Waste-Water/Sewage,Low,2024-04-25 07:41:29,Resolved
CF-157746,"dangerous transformer, near school",Electricity,High,2025-09-07 11:24:07,In Progress
CF-157747,"waste segregation, in market area",Waste-Water/Sewage,Low,2025-05-11 16:51:29,Closed
CF-157748,"low voltage, in slum area",Electricity,Low,2024-05-19 15:08:27,Closed
CF-157749,"bad smell, near bus stand",Waste-Water/Sewage,High,2025-11-18 09:10:07,Resolved
CF-157750,"meter reading, in gated community",Electricity,Low,2025-10-22 06:29:03,Resolved
CF-157751,"no water supply, in residential area, urgent attention required",Water Supply,High,2024-08-18 12:53:34,Pending
CF-157752,"drainage blocked, near temple",Waste-Water/Sewage,High,2025-08-23 13:58:17,Resolved
CF-157753,"bill dispute, near school",Electricity,Low,2025-12-21 09:29:59,Closed
CF-157754,"medical issue, in commercial area",Water Supply,High,2025-11-07 15:24:19,Pending
CF-157755,"generator needed, in gated community",Electricity,Low,2025-12-12 09:46:42,Closed
CF-157756,"drainage choke, in colony",Waste-Water/Sewage,High,2025-06-25 18:07:55,Pending
CF-157757,"transformer failure, in apartment complex",Electricity,High,2024-08-27 17:13:50,Resolved
CF-157758,"brown water, near school, urgent attention required",Water Supply,High,2024-08-28 06:03:33,In Progress
CF-157759,"meter reading, near park",Electricity,Low,2024-04-10 05:15:46,Resolved
CF-157760,"bin repair, in industrial zone",Waste-Water/Sewage,Low,2024-09-02 08:56:42,Closed
CF-157761,"bin repair, in our locality",Waste-Water/Sewage,Low,2025-06-08 02:29:50,Pending
CF-157762,"sewage backup, in our locality",Waste-Water/Sewage,High,2024-05-25 06:35:30,Pending
CF-157763,"bill correction, in old city",Water Supply,Low,2025-11-05 08:42:35,Resolved
CF-157764,"duplicate bill, in apartment complex",Electricity,Low,2025-03-01 09:17:57,Closed
CF-157765,"new connection, in our locality",Water Supply,Low,2024-10-24 05:08:31,Closed
CF-157766,"no water supply, in market area",Water Supply,High,2024-06-17 04:50:47,In Progress
CF-157767,"bill correction, in apartment complex",Electricity,Low,2025-07-06 23:47:32,Pending
CF-157768,"drainage choke, in colony",Waste-Water/Sewage,High,2024-10-09 07:37:54,In Progress
CF-157769,"complete darkness, near railway station",Electricity,High,2025-04-29 20:53:51,Pending
CF-157770," contaminated supply, near hospital, urgent attention required",Water Supply,High,2024-12-21 18:57:10,Pending
CF-157771,"duplicate bill, in market area",Electricity,Low,2024-06-15 01:42:24,Pending
CF-157772,"collection frequency, in slum area",Waste-Water/Sewage,Low,2025-09-19 17:42:47,Closed
CF-157773,"leakage minor, near bus stand",Water Supply,Low,2024-06-28 02:57:40,Pending
CF-157774,"water bill, in our locality",Water Supply,Low,2025-03-03 05:58:32,Pending
CF-157775,"garbage piling, in slum area, urgent attention required",Waste-Water/Sewage,High,2025-04-13 23:53:58,In Progress
CF-157776,"pressure issue, near railway station",Water Supply,Low,2025-11-14 07:45:29,Resolved
CF-157777,"wire Fallen, near hospital",Electricity,High,2024-12-06 01:35:44,Resolved
CF-157778,"meter exploded, near temple, urgent attention required",Electricity,High,2025-09-12 13:43:31,Resolved
CF-157779,"garbage collection, in slum area",Waste-Water/Sewage,Low,2025-07-30 03:00:29,Closed
CF-157780,"pressure low, near temple",Water Supply,Low,2025-11-15 21:15:39,Resolved
CF-157781,"collection timing, in commercial area",Waste-Water/Sewage,Low,2024-10-28 16:58:25,Pending
CF-157782,"overflowing drain, in colony, urgent attention required",Waste-Water/Sewage,High,2024-11-09 04:34:16,Resolved
CF-157783,"generator needed, in industrial zone",Electricity,Low,2024-08-24 20:43:00,Resolved
CF-157784,"garbage not collected, near bus stand",Waste-Water/Sewage,High,2024-10-17 10:57:40,In Progress
CF-157785,"pressure issue, in commercial area",Water Supply,Low,2025-05-11 11:16:01,Closed
CF-157786,"power backup, in market area",Electricity,Low,2024-11-20 04:54:06,Closed
CF-157787,"street cleaning, near bus stand",Waste-Water/Sewage,Low,2024-11-21 00:37:31,Closed
CF-157788,"drainage blocked, near temple, urgent attention required",Waste-Water/Sewage,High,2024-03-25 17:19:05,Resolved
CF-157789,"pipeline burst, near hospital",Water Supply,High,2024-04-10 08:08:55,In Progress
CF-157790,"bin location, near temple",Waste-Water/Sewage,Low,2025-06-23 07:57:57,Closed
CF-157791,"bill dispute, in colony",Electricity,Low,2024-05-15 16:04:01,Closed
CF-157792,"payment issue, in slum area",Electricity,Low,2024-06-16 09:22:16,Pending
CF-157793,"meter reading, near school",Electricity,Low,2025-06-23 07:39:59,Resolved
CF-157794,"short circuit, in colony, urgent attention required",Electricity,High,2024-08-23 16:34:38,Pending
CF-157795,"connection shift, in neighborhood",Electricity,Low,2025-09-05 17:35:09,Resolved
CF-157796,"bill correction, in our locality",Electricity,Low,2025-03-15 08:36:00,Pending
CF-157797,"tariff inquiry, near school",Electricity,Low,2024-08-19 13:34:26,Pending
CF-157798,"electric pole dangerous, in gated community, urgent attention required",Electricity,High,2025-10-17 16:44:58,In Progress
CF-157799,"water crisis, near hospital, urgent attention required",Water Supply,High,2024-03-30 19:12:13,Resolved
CF-157800,"tariff inquiry, in apartment complex",Water Supply,Low,2024-03-03 20:16:17,Closed
CF-157801,"disease causing, in apartment complex",Water Supply,High,2025-09-08 22:35:11,In Progress
CF-157802,"repeated power cuts, near hospital, urgent attention required",Electricity,High,2025-10-19 00:04:31,In Progress
CF-157803,"brown water, near railway station",Water Supply,High,2024-11-12 07:07:00,Pending
CF-157804,"pressure issue, in apartment complex",Water Supply,Low,2025-09-02 16:11:42,Pending
CF-157805,"garbage not collected, in our locality",Waste-Water/Sewage,High,2025-08-01 07:51:13,Pending
CF-157806,"health hazard, near school",Water Supply,High,2024-02-02 00:53:20,Resolved
CF-157807,"disease risk, near hospital, urgent attention required",Waste-Water/Sewage,High,2024-07-16 08:03:59,Pending
CF-157808,"no water supply, in gated community",Water Supply,High,2025-11-11 18:07:47,Pending
CF-157809,"tanker request, in gated community",Water Supply,Low,2024-09-01 20:51:22,Closed
CF-157810,"name transfer, in slum area",Electricity,Low,2024-03-26 06:04:51,Resolved
CF-157811,"tariff inquiry, in neighborhood",Water Supply,Low,2024-02-21 05:20:00,Resolved
CF-157812,"continuous outages, in market area",Electricity,High,2024-10-24 23:43:07,Resolved
CF-157813,"water shortage, near park",Water Supply,High,2025-08-19 22:52:59,Pending
CF-157814,"medical issue, near school, urgent attention required",Water Supply,High,2025-08-02 16:52:33,In Progress
CF-157815,"bin replacement, in industrial zone",Waste-Water/Sewage,Low,2025-02-19 13:02:40,Pending
CF-157816,"complete darkness, in commercial area, urgent attention required",Electricity,High,2024-01-22 05:14:24,In Progress
CF-157817,"water bill, in apartment complex",Water Supply,Low,2025-11-12 04:36:14,Pending
CF-157818,"load enhancement, near railway station",Electricity,Low,2025-04-27 13:23:40,Pending
CF-157819,"no electricity, near school",Electricity,High,2025-02-24 19:34:03,In Progress
CF-157820,"pipeline repair, in colony",Water Supply,Low,2025-10-20 08:37:14,Closed
CF-157821,"connection transfer, in neighborhood",Water Supply,Low,2025-12-10 19:54:28,Resolved
CF-157822,"severe shortage, near hospital",Water Supply,High,2024-06-29 03:54:05,Pending
CF-157823,"choked drain, in market area, urgent attention required",Waste-Water/Sewage,High,2024-07-17 17:16:44,Pending
CF-157824,"pipeline burst, in slum area",Water Supply,High,2025-06-17 01:08:20,Resolved
CF-157825,"complete darkness, in slum area",Electricity,High,2024-08-26 16:02:38,Pending
CF-157826,"severe shortage, near park",Water Supply,High,2025-07-24 06:21:00,Resolved
CF-157827,"contaminated water, in market area",Water Supply,High,2025-02-06 12:15:27,Resolved
CF-157828,"recycling bin, near bus stand",Waste-Water/Sewage,Low,2024-08-15 02:47:55,Resolved
CF-157829,"overflowing drain, in commercial area",Waste-Water/Sewage,High,2025-09-01 01:56:59,Pending
CF-157830,"pipeline repair, in commercial area",Water Supply,Low,2024-10-15 05:46:22,Pending
CF-157831,"health hazard, in industrial zone",Water Supply,High,2025-01-28 04:34:33,Pending
CF-157832,"supply timing, in neighborhood",Water Supply,Low,2025-05-19 11:04:23,Closed
CF-157833,"health hazard, in commercial area",Water Supply,High,2024-12-09 06:02:54,Pending
CF-157834,"pipeline broken, in our locality",Water Supply,High,2025-03-13 09:29:33,Pending
CF-157835,"name change, near park",Water Supply,Low,2025-06-29 01:54:54,Resolved
CF-157836," contaminated supply, in neighborhood",Water Supply,High,2025-11-01 14:29:47,Pending
CF-157837,"overflowing drain, in gated community",Waste-Water/Sewage,High,2024-08-15 02:30:56,Pending
CF-157838,"leaking main, in commercial area",Water Supply,High,2024-12-17 08:32:23,Resolved
CF-157839,"collection timing, in neighborhood",Waste-Water/Sewage,Low,2024-04-08 23:16:18,Closed
CF-157840,"street cleaning, in market area",Waste-Water/Sewage,Low,2024-09-18 00:10:33,Pending
CF-157841,"flooding, near temple, urgent attention required",Water Supply,High,2025-10-16 16:56:29,Resolved
CF-157842,"payment not reflected, in residential area",Electricity,Low,2025-06-27 18:37:52,Pending
CF-157843,"tariff inquiry, in commercial area",Water Supply,Low,2025-05-29 23:28:47,Pending
CF-157844,"pressure low, near temple",Water Supply,Low,2025-10-10 20:27:21,Resolved
CF-157845,"name change, in colony",Water Supply,Low,2024-09-23 04:50:30,Resolved
CF-157846,"more bins, in market area",Waste-Water/Sewage,Low,2025-10-09 21:09:00,Closed
CF-157847,"flickering lights, near bus stand",Electricity,Low,2025-06-26 06:06:04,Resolved
CF-157848,"bill correction, near temple",Water Supply,Low,2025-08-22 18:00:47,Closed
CF-157849,"garbage collection, near park",Waste-Water/Sewage,Low,2025-06-19 23:20:00,Resolved
CF-157850,"water logging, near railway station, urgent attention required",Water Supply,High,2025-06-07 03:53:43,In Progress
CF-157851,"choked drain, near bus stand",Waste-Water/Sewage,High,2025-06-18 21:40:35,In Progress
CF-157852,"leaking main, near hospital",Water Supply,High,2024-06-11 10:19:06,In Progress
CF-157853,"tank overflow, in slum area",Water Supply,High,2024-06-24 07:52:38,In Progress
CF-157854,"power outage, in slum area",Electricity,High,2025-09-29 13:24:14,Resolved
CF-157855,"drain cleaning, near railway station",Waste-Water/Sewage,Low,2024-03-16 20:22:13,Resolved
CF-157856,"water bill, in commercial area",Water Supply,Low,2024-07-27 06:35:41,Pending
CF-157857,"mosquito breeding, in neighborhood, urgent attention required",Waste-Water/Sewage,High,2025-10-08 00:43:58,Pending
CF-157858,"meter reading, in industrial zone",Water Supply,Low,2024-10-07 03:56:41,Closed
CF-157859,"pipeline broken, in old city, urgent attention required",Water Supply,High,2024-02-28 07:41:39,In Progress
CF-157860,"bill correction, in residential area",Water Supply,Low,2025-01-31 20:41:26,Closed
CF-157861,"power line down, in our locality, urgent attention required",Electricity,High,2024-04-03 16:36:16,Pending
CF-157862,"meter exploded, in colony, urgent attention required",Electricity,High,2025-04-15 03:41:23,Resolved
CF-157863,"quality test, near park",Water Supply,Low,2025-08-28 02:04:40,Closed
CF-157864,"meter reading, near hospital",Water Supply,Low,2025-05-02 07:52:10,Closed
CF-157865,"low voltage, in slum area",Electricity,Low,2025-04-03 12:33:44,Closed
CF-157866,"connection shift, in industrial zone",Electricity,Low,2024-02-18 03:04:14,Pending
CF-157867,"power fluctuation, near park",Electricity,Low,2025-04-26 10:38:00,Pending
CF-157868,"bill correction, in neighborhood",Electricity,Low,2025-06-09 07:50:34,Pending
CF-157869,"supply timing, in neighborhood",Water Supply,Low,2025-07-11 00:18:58,Resolved
CF-157870,"electric pole dangerous, near hospital",Electricity,High,2024-02-11 00:14:08,In Progress
CF-157871,"pole down, in residential area",Electricity,High,2024-05-23 04:49:15,Resolved
CF-157872,"electrical danger, near school",Electricity,High,2025-09-20 01:31:23,In Progress
CF-157873,"wire Fallen, in neighborhood",Electricity,High,2025-07-13 02:28:54,Resolved
CF-157874,"health hazard, in apartment complex, urgent attention required",Water Supply,High,2025-01-26 16:51:52,In Progress
CF-157875,"collection frequency, in neighborhood",Waste-Water/Sewage,Low,2024-02-10 04:00:02,Resolved
CF-157876,"bin replacement, in neighborhood",Waste-Water/Sewage,Low,2025-03-11 08:21:04,Pending
CF-157877,"health hazard, in commercial area, urgent attention required",Waste-Water/Sewage,High,2025-01-25 09:22:03,Pending
CF-157878,"waste segregation, near bus stand",Waste-Water/Sewage,Low,2024-05-04 15:45:06,Resolved
CF-157879,"voltage fluctuation, in colony, urgent attention required",Electricity,High,2024-06-08 11:53:49,In Progress
CF-157880,"pressure low, near railway station",Water Supply,Low,2024-02-06 05:43:04,Closed
CF-157881,"pipeline broken, in neighborhood",Water Supply,High,2025-11-10 05:10:02,In Progress
CF-157882,"no water days, near park",Water Supply,High,2025-09-24 11:58:01,Pending
CF-157883,"load enhancement, near temple",Electricity,Low,2025-10-28 05:02:09,Resolved
CF-157884,"danger to life, in market area, urgent attention required",Electricity,High,2025-11-06 16:51:19,Resolved
CF-157885,"bill correction, near park",Water Supply,Low,2025-05-24 04:32:57,Closed
CF-157886,"power outage, in slum area, urgent attention required",Electricity,High,2024-04-02 07:30:47,Resolved
CF-157887,"drainage blocked, near hospital, urgent attention required",Waste-Water/Sewage,High,2025-06-20 15:07:16,In Progress
CF-157888,"leakage minor, in old city",Water Supply,Low,2025-06-14 06:05:17,Pending
CF-157889,"waste segregation, in residential area",Waste-Water/Sewage,Low,2025-05-25 07:06:38,Closed
CF-157890,"complete failure, in industrial zone, urgent attention required",Electricity,High,2025-12-15 21:03:59,In Progress
CF-157891,"quality test, near park",Water Supply,Low,2025-03-23 06:21:29,Closed
CF-157892,"tank overflow, in market area",Water Supply,High,2025-12-27 22:09:41,In Progress
CF-157893,"collection frequency, in neighborhood",Waste-Water/Sewage,Low,2025-10-14 01:30:47,Resolved
CF-157894,"bin replacement, in industrial zone",Waste-Water/Sewage,Low,2024-10-31 21:40:34,Resolved
CF-157895,"connection transfer, in gated community",Water Supply,Low,2024-09-28 11:05:35,Resolved
CF-157896,"tanker request, in apartment complex",Water Supply,Low,2024-09-08 23:03:25,Resolved
CF-157897,"flickering lights, near temple",Electricity,Low,2024-06-20 16:57:05,Closed
CF-157898,"sewage backup, in gated community",Waste-Water/Sewage,High,2025-04-20 07:49:37,Pending
CF-157899,"inverter installation, in industrial zone",Electricity,Low,2024-11-24 09:21:33,Closed
CF-157900,"collection timing, in colony",Waste-Water/Sewage,Low,2024-11-08 21:37:42,Resolved
CF-157901,"pressure low, near temple",Water Supply,Low,2025-10-25 02:08:01,Pending
CF-157902,"drainage blocked, in slum area",Waste-Water/Sewage,High,2024-11-03 08:30:28,In Progress
CF-157903,"meter reading, in old city",Water Supply,Low,2025-01-02 07:19:37,Closed
CF-157904,"toilet overflow, in slum area",Waste-Water/Sewage,High,2024-11-08 12:07:13,Resolved
CF-157905,"high voltage, near bus stand",Electricity,High,2024-06-14 04:49:27,Resolved
CF-157906,"collection frequency, in commercial area",Waste-Water/Sewage,Low,2025-05-10 13:25:11,Resolved
CF-157907,"drainage blocked, near hospital",Waste-Water/Sewage,High,2025-09-21 19:55:19,Pending
CF-157908,"spark explosion, near park",Electricity,High,2024-03-15 22:15:49,Pending
CF-157909,"tanker request, in residential area",Water Supply,Low,2024-04-11 11:18:44,Pending
CF-157910,"high voltage, in gated community, urgent attention required",Electricity,High,2025-01-24 05:35:54,Pending
CF-157911,"billing query, near temple",Electricity,Low,2024-06-13 19:58:54,Pending
CF-157912,"payment not reflected, near park",Electricity,Low,2025-02-18 12:18:06,Pending
CF-157913,"mosquito breeding, near school",Waste-Water/Sewage,High,2025-04-04 23:12:49,In Progress
CF-157914,"tariff inquiry, in slum area",Electricity,Low,2024-05-03 13:29:40,Pending
CF-157915,"complete darkness, in residential area",Electricity,High,2024-09-28 10:44:13,Pending
CF-157916,"electric shock, near park",Electricity,High,2024-05-21 00:30:53,Resolved
CF-157917,"supply timing, in old city",Water Supply,Low,2024-05-29 16:15:19,Closed
CF-157918,"medical issue, in residential area",Water Supply,High,2025-06-22 06:18:12,In Progress
CF-157919,"electrical danger, near park",Electricity,High,2024-08-19 23:21:02,Pending
CF-157920,"billing query, in neighborhood",Electricity,Low,2024-03-03 16:42:14,Resolved
CF-157921,"new connection, near temple",Electricity,Low,2024-04-21 09:41:22,Pending
CF-157922,"meter installation, near hospital",Water Supply,Low,2024-02-01 13:42:15,Closed
CF-157923,"tariff inquiry, in apartment complex",Water Supply,Low,2024-10-15 07:14:10,Closed
CF-157924,"waste accumulation, in neighborhood",Waste-Water/Sewage,High,2024-11-03 04:53:31,Resolved
CF-157925,"more bins, in old city",Waste-Water/Sewage,Low,2024-02-22 12:57:10,Closed
CF-157926,"leakage minor, near hospital",Water Supply,Low,2025-07-25 21:15:40,Resolved
CF-157927,"meter installation, in gated community",Water Supply,Low,2025-08-26 17:38:01,Pending
CF-157928,"bin location, near park",Waste-Water/Sewage,Low,2025-07-31 20:14:16,Closed
CF-157929,"sewage backup, in old city",Waste-Water/Sewage,High,2025-12-09 10:44:39,Pending
CF-157930,"collection timing, in apartment complex",Waste-Water/Sewage,Low,2024-01-22 00:20:35,Pending
CF-157931,"new connection, in apartment complex",Water Supply,Low,2025-04-29 16:13:15,Closed
CF-157932,"pressure low, near school",Water Supply,Low,2025-08-02 23:37:33,Pending
CF-157933,"recycling bin, near bus stand",Waste-Water/Sewage,Low,2025-01-28 04:39:44,Closed
CF-157934,"brown water, near hospital",Water Supply,High,2024-09-04 00:18:20,Pending
CF-157935,"bad smell, in commercial area",Waste-Water/Sewage,High,2025-09-01 12:11:06,Resolved
CF-157936,"inverter installation, near school",Electricity,Low,2025-04-10 17:44:56,Closed
CF-157937,"garbage piling, in market area",Waste-Water/Sewage,High,2024-06-10 11:20:23,In Progress
CF-157938,"bin repair, in our locality",Waste-Water/Sewage,Low,2024-05-05 08:02:31,Pending
CF-157939,"manhole overflow, near park",Waste-Water/Sewage,High,2025-05-17 08:39:04,Resolved
CF-157940,"payment not reflected, near school",Electricity,Low,2025-02-25 05:10:21,Resolved
CF-157941,"garbage piling, near railway station, urgent attention required",Waste-Water/Sewage,High,2025-03-15 21:05:09,In Progress
CF-157942,"medical issue, in colony",Water Supply,High,2025-05-02 02:32:44,In Progress
CF-157943,"power cut emergency, near school",Electricity,High,2025-12-14 18:41:45,Resolved
